"KRS One","KRS-ONE","Catalyst Club","Cost: $20 in advance / $25 at the door.  <br> KRS One  <br> KRS-One (born Kris Parker) was the leader of Boogie Down Productions, one of the most influential hardcore hip-hop outfits of the '80s. At the height of his career, roughly 1987-1990, KRS-One was known for his furiously political and socially conscious raps, which is the source of his nickname, \"\"the Teacher.\"\" Around the time of 1990's Edutainment, BDP's audience began to slip as many fans thought his raps were becoming preachy. As a reaction, KRS-One began to re-establish his street credibility with harder, sparer beats and raps. 1992's Sex and Violence was the first sign that he was taking a harder approach, one that wasn't nearly as concerned with teaching. KRS-One's first solo album, 1993's Return of the Boom Bap, was an extension of the more direct approach of Sex and Violence, yet it didn't halt his commercial decline. Still, he forged on with a high-quality self-titled 1995 effort and 1996's Battle for Rap Supremacy, a joint effort with his old rival, MC Shan. After 1997's I Got Next, he put his solo career on hiatus for several years, finally returning in early 2001 with The Sneak Attack. The following year brought two full releases: the gospel effort Spiritual Minded and The Mix Tape, the latter including a single (\"\"Ova Here\"\") that stood as a response to Nelly, only the latest hip-hop figure to feud with the Blastmaster. In 2003 KRS-One released two albums, Kristyles and D.I.G.I.T.A.L., while the next year brought only one, Keep Right. In 2006 Life came out on the small, California-based Antagonist Records. The following year KRS-One reunited with Marley Marl to create Hip Hop Lives, a lackluster attempt to preserve the golden age of hip-hop.  "
"LOWLANDS","Killing Fields of Ontario","The Windmill","LONDON:  <br>Brixton Windmill  <br>SUN 11TH NOV, 2012 7.30pm  <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br>Twisted a.m. Lounge presents: <br>Lowlands <br>Ramshackle Union Band <br>The Killing Fields of Ontario <br>Twisted a.m. Lounge is one of the longest running alt.country and whatever club nights in London, also taking in indiefolk, roots, country and all other types of electroacoustic music. Sometimes it can be happy and dancey, other times dark and whiskey-ish. But it'a always quality and most weeks we have a fine touring act from north America. <br>LOWLANDS (Italy) <br>A seven piece Americana band from Pavia, Italy, fronted by an English singer-songwriter, Lowlands music kind of fits somewhere in between Wilco, Whiskeytown, Soul Asylum and Green On Red. <br>They've toured extensivley around the European festivals and have played London a few times. Their most recent album 'Gypsy Child' was partly produced and mixed by Chris Cavacas of Green on Red. <br>This autumn, on the back of a tribute EP to Woody Guthrie, they release their new full-length record 'Beyond', produced in Atlanta by Joey Huffman, the esteemed keyboard player for Matchbox Twenty, Soul Asylum, Drivin' n Cryin', Geargia Satellites, Bowling for Soup, Butch Walker etc. <br>\"\"Excellent…finely-honed, thought-provoking songs. The European Roots revolution continues\"\"- Whispering and Hollerin <br>\"\"Superb songs, succinct lyrics without the necessity of blowing your speakers of the wall\"\" - Americana-UK <br>\"\"Crazy beautiful record!\"\" - Chris Cacavas (Green On Red) <br> http://www.lowlandsband.com <br>RAMSHACKLE UNION BAND <br>\"\"woozy bluegrass for weary hearts and bleeding minds\"\" - NME <br>Based around rich four-part harmonies, with raucous, tumbling rhythms and equal penchant for lovelorn heartbreak and giddy good times, The Ramshackle Union Band are one of the most talked-about new folk bands around. Stomping bluegrass-tinged-folk, played with a big heart and a free-spirited ethos. <br>www.myspace.com/theramshackleunionband <br>THE KILLING FIELDS OF ONTARIO <br>Killing Fields of Ontario are a folk rock band formerly based in Leeds, but now spread all over the country. Since forming in 2008 we've supported acts such as Broken Records, Sparrow and the Workshop, Chris Mills, Otis Gibbs, and Elliot Brood. <br>Our debut album, 'The Shock of the Sparks' is out now. It was recorded in 2009 at Beethoven St Studios, London, produced/engineered/mixed by Tom Loffman (I Am Austin, Casio Kids) and mastered by Ed Woods (Idlewild, Tom Mcrae). <br>If you like thrashy folk rock it's here in spades... Definitely a band to watch out for. - Acoustic Magazine <br> http://killingfieldsofontario.com/ <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br><a href=\"\"https://www.addthis.com/bookmark.php?v=250&username=xa-4c3707136e443a82\"\" rel=\"\"nofollow\"\"> </a> "
"LOWLANDS","The Ramshackle Union Band","The Windmill","LONDON:  <br>Brixton Windmill  <br>SUN 11TH NOV, 2012 7.30pm  <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br>Twisted a.m. Lounge presents: <br>Lowlands <br>Ramshackle Union Band <br>The Killing Fields of Ontario <br>Twisted a.m. Lounge is one of the longest running alt.country and whatever club nights in London, also taking in indiefolk, roots, country and all other types of electroacoustic music. Sometimes it can be happy and dancey, other times dark and whiskey-ish. But it'a always quality and most weeks we have a fine touring act from north America. <br>LOWLANDS (Italy) <br>A seven piece Americana band from Pavia, Italy, fronted by an English singer-songwriter, Lowlands music kind of fits somewhere in between Wilco, Whiskeytown, Soul Asylum and Green On Red. <br>They've toured extensivley around the European festivals and have played London a few times. Their most recent album 'Gypsy Child' was partly produced and mixed by Chris Cavacas of Green on Red. <br>This autumn, on the back of a tribute EP to Woody Guthrie, they release their new full-length record 'Beyond', produced in Atlanta by Joey Huffman, the esteemed keyboard player for Matchbox Twenty, Soul Asylum, Drivin' n Cryin', Geargia Satellites, Bowling for Soup, Butch Walker etc. <br>\"\"Excellent…finely-honed, thought-provoking songs. The European Roots revolution continues\"\"- Whispering and Hollerin <br>\"\"Superb songs, succinct lyrics without the necessity of blowing your speakers of the wall\"\" - Americana-UK <br>\"\"Crazy beautiful record!\"\" - Chris Cacavas (Green On Red) <br> http://www.lowlandsband.com <br>RAMSHACKLE UNION BAND <br>\"\"woozy bluegrass for weary hearts and bleeding minds\"\" - NME <br>Based around rich four-part harmonies, with raucous, tumbling rhythms and equal penchant for lovelorn heartbreak and giddy good times, The Ramshackle Union Band are one of the most talked-about new folk bands around. Stomping bluegrass-tinged-folk, played with a big heart and a free-spirited ethos. <br>www.myspace.com/theramshackleunionband <br>THE KILLING FIELDS OF ONTARIO <br>Killing Fields of Ontario are a folk rock band formerly based in Leeds, but now spread all over the country. Since forming in 2008 we've supported acts such as Broken Records, Sparrow and the Workshop, Chris Mills, Otis Gibbs, and Elliot Brood. <br>Our debut album, 'The Shock of the Sparks' is out now. It was recorded in 2009 at Beethoven St Studios, London, produced/engineered/mixed by Tom Loffman (I Am Austin, Casio Kids) and mastered by Ed Woods (Idlewild, Tom Mcrae). <br>If you like thrashy folk rock it's here in spades... Definitely a band to watch out for. - Acoustic Magazine <br> http://killingfieldsofontario.com/ <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br><a href=\"\"https://www.addthis.com/bookmark.php?v=250&username=xa-4c3707136e443a82\"\" rel=\"\"nofollow\"\"> </a> "
"LOWLANDS","Killing Fields of Ontario","The Windmill","LONDON:  <br>Brixton Windmill  <br>SUN 11TH NOV, 2012 7.30pm  <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br>Twisted a.m. Lounge presents: <br>Lowlands <br>Ramshackle Union Band <br>The Killing Fields of Ontario <br>Twisted a.m. Lounge is one of the longest running alt.country and whatever club nights in London, also taking in indiefolk, roots, country and all other types of electroacoustic music. Sometimes it can be happy and dancey, other times dark and whiskey-ish. But it'a always quality and most weeks we have a fine touring act from north America. <br>LOWLANDS (Italy) <br>A seven piece Americana band from Pavia, Italy, fronted by an English singer-songwriter, Lowlands music kind of fits somewhere in between Wilco, Whiskeytown, Soul Asylum and Green On Red. <br>They've toured extensivley around the European festivals and have played London a few times. Their most recent album 'Gypsy Child' was partly produced and mixed by Chris Cavacas of Green on Red. <br>This autumn, on the back of a tribute EP to Woody Guthrie, they release their new full-length record 'Beyond', produced in Atlanta by Joey Huffman, the esteemed keyboard player for Matchbox Twenty, Soul Asylum, Drivin' n Cryin', Geargia Satellites, Bowling for Soup, Butch Walker etc. <br>\"\"Excellent…finely-honed, thought-provoking songs. The European Roots revolution continues\"\"- Whispering and Hollerin <br>\"\"Superb songs, succinct lyrics without the necessity of blowing your speakers of the wall\"\" - Americana-UK <br>\"\"Crazy beautiful record!\"\" - Chris Cacavas (Green On Red) <br> http://www.lowlandsband.com <br>RAMSHACKLE UNION BAND <br>\"\"woozy bluegrass for weary hearts and bleeding minds\"\" - NME <br>Based around rich four-part harmonies, with raucous, tumbling rhythms and equal penchant for lovelorn heartbreak and giddy good times, The Ramshackle Union Band are one of the most talked-about new folk bands around. Stomping bluegrass-tinged-folk, played with a big heart and a free-spirited ethos. <br>www.myspace.com/theramshackleunionband <br>THE KILLING FIELDS OF ONTARIO <br>Killing Fields of Ontario are a folk rock band formerly based in Leeds, but now spread all over the country. Since forming in 2008 we've supported acts such as Broken Records, Sparrow and the Workshop, Chris Mills, Otis Gibbs, and Elliot Brood. <br>Our debut album, 'The Shock of the Sparks' is out now. It was recorded in 2009 at Beethoven St Studios, London, produced/engineered/mixed by Tom Loffman (I Am Austin, Casio Kids) and mastered by Ed Woods (Idlewild, Tom Mcrae). <br>If you like thrashy folk rock it's here in spades... Definitely a band to watch out for. - Acoustic Magazine <br> http://killingfieldsofontario.com/ <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br><a href=\"\"https://www.addthis.com/bookmark.php?v=250&username=xa-4c3707136e443a82\"\" rel=\"\"nofollow\"\"> </a> "
"LOWLANDS","The Ramshackle Union Band","The Windmill","LONDON:  <br>Brixton Windmill  <br>SUN 11TH NOV, 2012 7.30pm  <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br>Twisted a.m. Lounge presents: <br>Lowlands <br>Ramshackle Union Band <br>The Killing Fields of Ontario <br>Twisted a.m. Lounge is one of the longest running alt.country and whatever club nights in London, also taking in indiefolk, roots, country and all other types of electroacoustic music. Sometimes it can be happy and dancey, other times dark and whiskey-ish. But it'a always quality and most weeks we have a fine touring act from north America. <br>LOWLANDS (Italy) <br>A seven piece Americana band from Pavia, Italy, fronted by an English singer-songwriter, Lowlands music kind of fits somewhere in between Wilco, Whiskeytown, Soul Asylum and Green On Red. <br>They've toured extensivley around the European festivals and have played London a few times. Their most recent album 'Gypsy Child' was partly produced and mixed by Chris Cavacas of Green on Red. <br>This autumn, on the back of a tribute EP to Woody Guthrie, they release their new full-length record 'Beyond', produced in Atlanta by Joey Huffman, the esteemed keyboard player for Matchbox Twenty, Soul Asylum, Drivin' n Cryin', Geargia Satellites, Bowling for Soup, Butch Walker etc. <br>\"\"Excellent…finely-honed, thought-provoking songs. The European Roots revolution continues\"\"- Whispering and Hollerin <br>\"\"Superb songs, succinct lyrics without the necessity of blowing your speakers of the wall\"\" - Americana-UK <br>\"\"Crazy beautiful record!\"\" - Chris Cacavas (Green On Red) <br> http://www.lowlandsband.com <br>RAMSHACKLE UNION BAND <br>\"\"woozy bluegrass for weary hearts and bleeding minds\"\" - NME <br>Based around rich four-part harmonies, with raucous, tumbling rhythms and equal penchant for lovelorn heartbreak and giddy good times, The Ramshackle Union Band are one of the most talked-about new folk bands around. Stomping bluegrass-tinged-folk, played with a big heart and a free-spirited ethos. <br>www.myspace.com/theramshackleunionband <br>THE KILLING FIELDS OF ONTARIO <br>Killing Fields of Ontario are a folk rock band formerly based in Leeds, but now spread all over the country. Since forming in 2008 we've supported acts such as Broken Records, Sparrow and the Workshop, Chris Mills, Otis Gibbs, and Elliot Brood. <br>Our debut album, 'The Shock of the Sparks' is out now. It was recorded in 2009 at Beethoven St Studios, London, produced/engineered/mixed by Tom Loffman (I Am Austin, Casio Kids) and mastered by Ed Woods (Idlewild, Tom Mcrae). <br>If you like thrashy folk rock it's here in spades... Definitely a band to watch out for. - Acoustic Magazine <br> http://killingfieldsofontario.com/ <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br><a href=\"\"https://www.addthis.com/bookmark.php?v=250&username=xa-4c3707136e443a82\"\" rel=\"\"nofollow\"\"> </a> "
"LOWLANDS","Killing Fields of Ontario","The Windmill","LONDON:  <br>Brixton Windmill  <br>SUN 11TH NOV, 2012 7.30pm  <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br>Twisted a.m. Lounge presents: <br>Lowlands <br>Ramshackle Union Band <br>The Killing Fields of Ontario <br>Twisted a.m. Lounge is one of the longest running alt.country and whatever club nights in London, also taking in indiefolk, roots, country and all other types of electroacoustic music. Sometimes it can be happy and dancey, other times dark and whiskey-ish. But it'a always quality and most weeks we have a fine touring act from north America. <br>LOWLANDS (Italy) <br>A seven piece Americana band from Pavia, Italy, fronted by an English singer-songwriter, Lowlands music kind of fits somewhere in between Wilco, Whiskeytown, Soul Asylum and Green On Red. <br>They've toured extensivley around the European festivals and have played London a few times. Their most recent album 'Gypsy Child' was partly produced and mixed by Chris Cavacas of Green on Red. <br>This autumn, on the back of a tribute EP to Woody Guthrie, they release their new full-length record 'Beyond', produced in Atlanta by Joey Huffman, the esteemed keyboard player for Matchbox Twenty, Soul Asylum, Drivin' n Cryin', Geargia Satellites, Bowling for Soup, Butch Walker etc. <br>\"\"Excellent…finely-honed, thought-provoking songs. The European Roots revolution continues\"\"- Whispering and Hollerin <br>\"\"Superb songs, succinct lyrics without the necessity of blowing your speakers of the wall\"\" - Americana-UK <br>\"\"Crazy beautiful record!\"\" - Chris Cacavas (Green On Red) <br> http://www.lowlandsband.com <br>RAMSHACKLE UNION BAND <br>\"\"woozy bluegrass for weary hearts and bleeding minds\"\" - NME <br>Based around rich four-part harmonies, with raucous, tumbling rhythms and equal penchant for lovelorn heartbreak and giddy good times, The Ramshackle Union Band are one of the most talked-about new folk bands around. Stomping bluegrass-tinged-folk, played with a big heart and a free-spirited ethos. <br>www.myspace.com/theramshackleunionband <br>THE KILLING FIELDS OF ONTARIO <br>Killing Fields of Ontario are a folk rock band formerly based in Leeds, but now spread all over the country. Since forming in 2008 we've supported acts such as Broken Records, Sparrow and the Workshop, Chris Mills, Otis Gibbs, and Elliot Brood. <br>Our debut album, 'The Shock of the Sparks' is out now. It was recorded in 2009 at Beethoven St Studios, London, produced/engineered/mixed by Tom Loffman (I Am Austin, Casio Kids) and mastered by Ed Woods (Idlewild, Tom Mcrae). <br>If you like thrashy folk rock it's here in spades... Definitely a band to watch out for. - Acoustic Magazine <br> http://killingfieldsofontario.com/ <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br><a href=\"\"https://www.addthis.com/bookmark.php?v=250&username=xa-4c3707136e443a82\"\" rel=\"\"nofollow\"\"> </a> "
"LOWLANDS","The Ramshackle Union Band","The Windmill","LONDON:  <br>Brixton Windmill  <br>SUN 11TH NOV, 2012 7.30pm  <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br>Twisted a.m. Lounge presents: <br>Lowlands <br>Ramshackle Union Band <br>The Killing Fields of Ontario <br>Twisted a.m. Lounge is one of the longest running alt.country and whatever club nights in London, also taking in indiefolk, roots, country and all other types of electroacoustic music. Sometimes it can be happy and dancey, other times dark and whiskey-ish. But it'a always quality and most weeks we have a fine touring act from north America. <br>LOWLANDS (Italy) <br>A seven piece Americana band from Pavia, Italy, fronted by an English singer-songwriter, Lowlands music kind of fits somewhere in between Wilco, Whiskeytown, Soul Asylum and Green On Red. <br>They've toured extensivley around the European festivals and have played London a few times. Their most recent album 'Gypsy Child' was partly produced and mixed by Chris Cavacas of Green on Red. <br>This autumn, on the back of a tribute EP to Woody Guthrie, they release their new full-length record 'Beyond', produced in Atlanta by Joey Huffman, the esteemed keyboard player for Matchbox Twenty, Soul Asylum, Drivin' n Cryin', Geargia Satellites, Bowling for Soup, Butch Walker etc. <br>\"\"Excellent…finely-honed, thought-provoking songs. The European Roots revolution continues\"\"- Whispering and Hollerin <br>\"\"Superb songs, succinct lyrics without the necessity of blowing your speakers of the wall\"\" - Americana-UK <br>\"\"Crazy beautiful record!\"\" - Chris Cacavas (Green On Red) <br> http://www.lowlandsband.com <br>RAMSHACKLE UNION BAND <br>\"\"woozy bluegrass for weary hearts and bleeding minds\"\" - NME <br>Based around rich four-part harmonies, with raucous, tumbling rhythms and equal penchant for lovelorn heartbreak and giddy good times, The Ramshackle Union Band are one of the most talked-about new folk bands around. Stomping bluegrass-tinged-folk, played with a big heart and a free-spirited ethos. <br>www.myspace.com/theramshackleunionband <br>THE KILLING FIELDS OF ONTARIO <br>Killing Fields of Ontario are a folk rock band formerly based in Leeds, but now spread all over the country. Since forming in 2008 we've supported acts such as Broken Records, Sparrow and the Workshop, Chris Mills, Otis Gibbs, and Elliot Brood. <br>Our debut album, 'The Shock of the Sparks' is out now. It was recorded in 2009 at Beethoven St Studios, London, produced/engineered/mixed by Tom Loffman (I Am Austin, Casio Kids) and mastered by Ed Woods (Idlewild, Tom Mcrae). <br>If you like thrashy folk rock it's here in spades... Definitely a band to watch out for. - Acoustic Magazine <br> http://killingfieldsofontario.com/ <br>£5.00 - 17 tickets available  <br><a href=\"\"http://www.wegottickets.com/faqs/22\"\" rel=\"\"nofollow\"\">No reallocation</a> <br>18 and over   <br><a href=\"\"https://www.addthis.com/bookmark.php?v=250&username=xa-4c3707136e443a82\"\" rel=\"\"nofollow\"\"> </a> "
"The Revivalists","Van Ghost","Brooklyn Bowl","Cost: $7.00.  <br> Supporting Acts: Van Ghost, Angela Perley & The Howlin' Moons  <br> The Revivalists  <br> What began as a chance encounter has become the next breakout band from the music capital of New Orleans. Neither lead singer David Shaw nor guitarist Zack Feinberg realized that life was going to be different when they randomly met in 2007. Two weeks after moving to New Orleans from Ohio, David Shaw was on his Birch Street porch with an acoustic guitar, strumming an original song called \"\"Purple Heart.\"\" A passing bicyclist stopped to listen. He turned out to be Zack Feinberg, a guitarist in search of a band. Shaw and Feinberg struck up a conversation, a friendship and, eventually, The Revivalists. Four years later, the Revivalists look and sound like a band on the brink. In 2011 they were named Best Emerging Artist at Gambit Magazine's Big Easy Awards, which in 2012 has nominated them as Best Rock Band. The Revivalists have been touring since 2008 and thriving on the national level, clocking in over 400 shows while sharing the stage and the road with such notable acts like Galactic, Trombone Shorty, The Rebirth Brass Band, The Radiators, JJ Grey & Mofro, and Alabama Shakes. Additionally, they have established themselves as an engaging festival act, winning over audiences at Voodoo Fest in New Orleans, DeLuna Fest in Florida, B.O.M.B Fest in Connecticut, The Kennedy Center Millennium Stage series in Washington, DC and the legendary New Orleans Jazz and Heritage Festival. There, they caught the attention of Rolling Stone Senior Editor David Fricke, who wrote about their performance on rollingstone.com. The Revivalists' 2008 self-titled debut E.P was an Editor's Pick for both the Jam Band and American Traditional Rock on CDBaby.com. The young band was privileged to record under the guidance of Grammy Award-winning engineer/producer Chris Finney, whose resumé ranges from Dr. John to R.E.M. Songs off the album have been featured on MTV, Paste Magazine's Music Sampler, and on American Airlines flights. Their first full-length Vital Signs quickly became the top-selling album on CDBaby in the American Rock category. The band's next album, City of Sound, released in March 2012, was produced by Ben Ellman, whose credits include Galactic, Gypsyphonic Dysko, and Trombone Shorty.  "
"DANKO JONES","S.I.N.","New City Compound"," November 18 <br>DANKO JONES <br>KICKUPAFUSS <br>THE S.I.N. <br><a href=\"\"http://www.facebook.com/events/446849788686961/\"\" rel=\"\"nofollow\"\">facebook page</a> <br><a href=\"\"http://yeglive.ca/index.php?option=com_gigfe&view=gig&id=17367\"\" rel=\"\"nofollow\"\">TICKETS</a> <br>Doors 8pm / Show 9pm <br>18+ "
"Children 18:3","The Wedding","The Hoosier Dome","Children 18:3  <br>The Wedding "
"Magners Funhouse Comedy Club: Spiky Mike, Shazia M","Shazia Mirza","Blessington Carriage"," Times: 5175365Magners Funhouse Comedy Club: Spiky Mike, Shazia Mirza, Ben Hustwaite "
"Magners Funhouse Comedy Club: Spiky Mike, Shazia M","Shazia Mirza","Blessington Carriage"," Times: 5175365Magners Funhouse Comedy Club: Spiky Mike, Shazia Mirza, Ben Hustwaite "
"Magners Funhouse Comedy Club: Spiky Mike, Shazia M","Shazia Mirza","Blessington Carriage"," Times: 5175365Magners Funhouse Comedy Club: Spiky Mike, Shazia Mirza, Ben Hustwaite "
"Magners Funhouse Comedy Club: Spiky Mike, Shazia M","Shazia Mirza","Blessington Carriage"," Times: 5175365Magners Funhouse Comedy Club: Spiky Mike, Shazia Mirza, Ben Hustwaite "
"SOAP & SKIN","Soap&Skin","LA LAITERIE - CLUB","Cost:  <br>€ 24.00 <br> € 22.00 * <br>* in the limit of seats available at this price.  <br>En 2009, à seulement 19 ans, la troublante Anja Plaschg alias Soap & Skin a publié un premier album d’une exceptionnelle maturité à la beauté sombre. Solitaire, la jeune Autrichienne a développé son propre univers sonore : des compositions intenses et magnifiques avec une voix solennelle, un piano douloureux et quelques effets électroniques. Citant comme influences majeures aussi bien Nico ou Cat Power qu’Aphex Twin, Soap&Skin démontre sur scène comme sur disque que la vulnérabilité peut mener à la création des œuvres les plus bouleversantes. "
"SOAP & SKIN","Soap&Skin","LA LAITERIE - CLUB","Cost:  <br>€ 24.00 <br> € 22.00 * <br>* in the limit of seats available at this price.  <br>En 2009, à seulement 19 ans, la troublante Anja Plaschg alias Soap & Skin a publié un premier album d’une exceptionnelle maturité à la beauté sombre. Solitaire, la jeune Autrichienne a développé son propre univers sonore : des compositions intenses et magnifiques avec une voix solennelle, un piano douloureux et quelques effets électroniques. Citant comme influences majeures aussi bien Nico ou Cat Power qu’Aphex Twin, Soap&Skin démontre sur scène comme sur disque que la vulnérabilité peut mener à la création des œuvres les plus bouleversantes. "
"SOAP & SKIN","Soap&Skin","LA LAITERIE - CLUB","Cost:  <br>€ 24.00 <br> € 22.00 * <br>* in the limit of seats available at this price.  <br>En 2009, à seulement 19 ans, la troublante Anja Plaschg alias Soap & Skin a publié un premier album d’une exceptionnelle maturité à la beauté sombre. Solitaire, la jeune Autrichienne a développé son propre univers sonore : des compositions intenses et magnifiques avec une voix solennelle, un piano douloureux et quelques effets électroniques. Citant comme influences majeures aussi bien Nico ou Cat Power qu’Aphex Twin, Soap&Skin démontre sur scène comme sur disque que la vulnérabilité peut mener à la création des œuvres les plus bouleversantes. "
"Greenfeet walkabouts","Roy Heizer","SMOOTH-A Smoothie Coffee shop on Bull St. between Wright and Chippewa squares.","Cost: See our full website (Below) for more information. Winter discounts available, just ask! 912.713.7792.  <br>Greenfeet walkabouts <br>\"\"The gardeners walking tour\"\" <br>A flowers, plants and trees walking tour of Historic Savannah, GA. <br>All year round anyone can enjoy trees and plants here in Savannnah! <br>Flowers bloom year round here. From folklore to facts,from culinary uses to commerce, plantlife is fun! Come enjoy and explore them, with your licensed tour guide, Roy Heizer. Stay tuned for information about \"\"Savannah gardens\""
"Greenfeet walkabouts","Roy Heizer","SMOOTH-A Smoothie Coffee shop on Bull St. between Wright and Chippewa squares.","Cost: See our full website (Below) for more information. Winter discounts available, just ask! 912.713.7792.  <br>Greenfeet walkabouts <br>\"\"The gardeners walking tour\"\" <br>A flowers, plants and trees walking tour of Historic Savannah, GA. <br>All year round anyone can enjoy trees and plants here in Savannnah! <br>Flowers bloom year round here. From folklore to facts,from culinary uses to commerce, plantlife is fun! Come enjoy and explore them, with your licensed tour guide, Roy Heizer. Stay tuned for information about \"\"Savannah gardens\""
"Greenfeet walkabouts","Roy Heizer","SMOOTH-A Smoothie Coffee shop on Bull St. between Wright and Chippewa squares.","Cost: See our full website (Below) for more information. Winter discounts available, just ask! 912.713.7792.  <br>Greenfeet walkabouts <br>\"\"The gardeners walking tour\"\" <br>A flowers, plants and trees walking tour of Historic Savannah, GA. <br>All year round anyone can enjoy trees and plants here in Savannnah! <br>Flowers bloom year round here. From folklore to facts,from culinary uses to commerce, plantlife is fun! Come enjoy and explore them, with your licensed tour guide, Roy Heizer. Stay tuned for information about \"\"Savannah gardens\""
"Greenfeet walkabouts","Roy Heizer","SMOOTH-A Smoothie Coffee shop on Bull St. between Wright and Chippewa squares.","Cost: See our full website (Below) for more information. Winter discounts available, just ask! 912.713.7792.  <br>Greenfeet walkabouts <br>\"\"The gardeners walking tour\"\" <br>A flowers, plants and trees walking tour of Historic Savannah, GA. <br>All year round anyone can enjoy trees and plants here in Savannnah! <br>Flowers bloom year round here. From folklore to facts,from culinary uses to commerce, plantlife is fun! Come enjoy and explore them, with your licensed tour guide, Roy Heizer. Stay tuned for information about \"\"Savannah gardens\""
"MARK EITZEL","American Music Club","Tractor Tavern","Cost: $15.  <br> frontman for American Music Club  <br> <a href=\"\"http://www.mergerecords.com/artists/eitzelmark\"\" rel=\"\"nofollow\"\">MARK EITZEL</a> <br> TBA <br> Charge: $15  <br> Time: 8pm  "
"MARK EITZEL","American Music Club","Tractor Tavern","Cost: $15.  <br> frontman for American Music Club  <br> <a href=\"\"http://www.mergerecords.com/artists/eitzelmark\"\" rel=\"\"nofollow\"\">MARK EITZEL</a> <br> TBA <br> Charge: $15  <br> Time: 8pm  "
"MARK EITZEL","American Music Club","Tractor Tavern","Cost: $15.  <br> frontman for American Music Club  <br> <a href=\"\"http://www.mergerecords.com/artists/eitzelmark\"\" rel=\"\"nofollow\"\">MARK EITZEL</a> <br> TBA <br> Charge: $15  <br> Time: 8pm  "
"G Love & Special Sauce","G. Love and Special Sauce","Chameleon Club","Cost: $20.00 - $25.00.  <br> Supporting Acts: Giant Panda Guerilla Dub Squad  <br> G Love & Special Sauce  <br> Tart, Tangy, Smooth, and oh so lip-smacking Sweet! Aaah yes, time to praise the almighty summer sippin' thirst quencher, being served straight up G. Love and Special Sauce style, ice cool and always refreshing. On their second release for Brushfire Records, the Philly boys offer up \"\"Lemonade\""
"Jony James","Jony James Band","Four Aces Bar & Grill","The Jony James Band is a modern day blues band raised on “old school.” Hard hitting and aimed for your heart, they give you all they’ve got every show. <br>Jony has been playing gigs since the 1960’s, and has toured for the last thirty years. For the past eleven he has been fronting his own band playing guitar, vocals and writing songs. <br>Distinctive, exciting & intelligent are the words that come to mind when asked to describe the songs, singing and guitar playing of Jony (pronounced John-nie) James. Born in Buffalo, NY and raised in Chicago (where he played with Chicago Blues legends Eddie Taylor and J.B. Hutto), Jony learned blues guitar listening to Albert King, Otis Rush, Buddy Guy & B.B. King. While these are his influences Jony's Blues are his own. "
"Russian Circles","Chelsea Wolfe","Highline Ballroom","Cost: $15.00.  <br>Russian Circles <br>with Chelsea Wolfe, Marriages <br>Saturday, August 18, 2012 <br>Showtime @ 8:30 PM <br>Doors open @ 7:00 PM <br>Tickets $15 in advance, $18 day of show <br>Packages & Discounts for Large Groups of 10 or more <br>(Subject to Availability) <br>• Dinner menu available  <br>• General Admission Standing  <br>• Limited seats available  <br>• First come, first seated  <br>• $10 min/person at tables  <br>• All ages "
